age,income,education_level,marital_status,weekly_hours,children,housing_status,credit_score
22.0,71023.4860627299,High School,Married,27,,Other,311.321707681119
50.0,66635.8107189738,High School,Married,28,0.0,Other,940.1086350627629
18.0,44558.93129773328,High School,Married,45,2.0,Own,813.6006213859685
35.0,42461.008090906515,Master,Single,21,2.0,Rent,320.8922200604904
49.0,36560.01789778247,High School,Divorced,35,0.0,Own,426.6191589302639
64.0,36036.78208709894,High School,Married,50,0.0,Rent,573.0363359603319
66.0,55298.11091761765,High School,Divorced,25,,Rent,607.7521440122964
28.0,49703.22027177551,High School,Divorced,40,3.0,Own,462.7897398946901
38.0,40645.9184760619,High School,Single,45,2.0,Own,371.01440045894526
43.0,26768.55616815082,PhD,Single,38,,Rent,679.0062621732311
42.0,51592.68151733318,Bachelor,Divorced,47,1.0,Rent,947.8968941037377
39.0,42956.71731408,Bachelor,Married,27,,Rent,610.9330836809227
44.0,47070.53456626859,Master,Married,33,,Other,541.6575591637757
66.0,54569.92743047122,High School,Single,43,,Rent,520.6321173988267
30.0,12472.957079182052,High School,Single,56,4.0,Own,380.6552698712317
50.0,27000.88094436313,High School,Single,45,,Own,465.60304970186473
51.0,84446.64615207782,High School,Single,50,2.0,Own,827.2222160727326
58.0,42400.84239950574,Bachelor,Single,51,,Rent,185.8299984134419
52.0,12238.503464037065,High School,Single,21,2.0,Rent,614.0206647294603
18.0,28250.89730725621,High School,Single,44,0.0,Other,605.5909333718712
38.0,87267.0105296215,Bachelor,Married,21,,Other,187.10396000937865
65.0,39455.0380959524,PhD,Single,20,,Own,745.4835416847037
23.0,67385.22867345734,Master,Single,55,1.0,Other,612.2322527137949
45.0,51816.76997505808,Master,Married,31,2.0,Other,509.208113535797
34.0,42725.49443751543,Master,Married,28,,Own,468.6754483622431
22.0,61631.682061446394,High School,Divorced,55,,Rent,257.9006257888939
48.0,14234.649869655681,Master,Single,47,,Other,808.2103955111608
22.0,28383.010702150958,High School,Single,57,0.0,Rent,352.6582511766774
55.0,42614.73481790659,Bachelor,Single,52,1.0,Own,543.8023142634802
20.0,29856.434025955878,Bachelor,Single,41,0.0,Own,472.35739853907364
40.0,41288.33317244043,High School,Divorced,44,,Other,690.6333792601002
54.0,62805.69568524242,Master,Married,37,4.0,Own,685.8032983726109
54.0,51982.050820039716,PhD,Married,25,,Own,727.2710157765566
27.0,69959.25553264385,High School,Single,37,,Own,769.4261754712729
27.0,52930.62926527616,Master,Single,35,3.0,Other,725.3347224206681
36.0,64886.9124724179,High School,Single,34,,Other,815.0063211966409
34.0,49038.945498072535,Bachelor,Divorced,27,,Other,841.6010621170974
38.0,41145.86774960326,Bachelor,Divorced,32,3.0,Own,845.1689433062918
31.0,72208.52083312832,Bachelor,Married,26,0.0,Rent,147.7324099563608
26.0,39359.745680959,PhD,Single,36,,Own,646.4761805141881
63.0,55157.67234686449,Master,Single,51,,Other,415.35796229109087
18.0,61533.4604483671,Master,Single,41,4.0,Rent,811.0895531404065
68.0,62622.39056706285,High School,Single,32,,Rent,143.5396609801419
62.0,32518.359946699708,,Divorced,42,,Other,893.8450555466485
30.0,65779.25608742399,High School,Married,48,2.0,Rent,427.0600571264695
21.0,35315.67130839095,Master,Married,41,1.0,Rent,381.2272720036933
18.0,62160.55483024991,High School,Divorced,20,,Other,671.249864139515
66.0,58027.602065736486,High School,Single,48,4.0,Rent,525.3458485338296
57.0,62279.45992669847,,Married,24,,Rent,955.8778615208485
49.0,31924.94718351459,High School,Married,54,,Other,872.6066294255191
51.0,58818.94614101587,High School,Divorced,29,,Rent,497.8330595043848
45.0,66283.90514612258,High School,Single,38,0.0,Rent,808.4969920411606
48.0,52900.93674742611,High School,Married,56,4.0,Rent,490.9426199394495
25.0,37720.74980593135,High School,Single,26,3.0,Rent,489.2170749167976
56.0,63796.214214919855,High School,Married,54,2.0,Other,742.8369516125857
43.0,51708.79442151155,Bachelor,Divorced,32,,Own,891.1682180938305
,24883.33604258456,High School,Single,29,3.0,Own,511.78549643757015
20.0,36557.1580652501,Bachelor,Divorced,21,1.0,Rent,527.0142452995715
67.0,42105.58203159539,High School,Married,25,3.0,Other,660.2409438183442
29.0,72587.27431459485,PhD,Divorced,27,1.0,Other,421.2019051060804
,69952.7462945932,Master,Divorced,55,,Rent,913.0820779652505
61.0,69904.52796585014,High School,Divorced,44,,Own,419.2894782876729
22.0,53485.404165258,,Married,59,,Rent,473.3612468928009
47.0,63703.921876687986,Master,Single,26,2.0,Other,953.4478142079072
47.0,32888.30886971164,PhD,Divorced,42,,Other,642.9176857777005
34.0,50102.04647589157,,Single,38,0.0,Own,988.7166857639213
65.0,56774.490524743946,High School,Married,41,2.0,Other,556.1444958631067
64.0,33876.5141403632,Bachelor,Single,32,0.0,Other,1103.903763974471
40.0,53148.68134462805,Bachelor,Divorced,40,,Other,723.1299960992296
32.0,75299.58778706516,Bachelor,Divorced,20,,Own,449.51280947761677
54.0,58381.546768409404,High School,Divorced,38,3.0,Other,446.4324762650617
,63763.178099961806,Master,Divorced,52,,Rent,308.55841783978224
31.0,13213.896148516062,PhD,Divorced,23,1.0,Own,330.4370107981188
19.0,73369.53273729386,High School,Divorced,22,3.0,Rent,561.7124197321532
28.0,47208.16478371745,High School,Married,46,,Rent,401.6803120833763
68.0,38469.705288949364,High School,Married,54,3.0,Own,84.41376154510158
56.0,47380.43222285105,Master,Married,47,,Rent,768.3041983761863
55.0,27724.667625786533,Bachelor,Single,25,1.0,Own,755.0675441812107
51.0,65719.13092628213,Bachelor,Single,25,1.0,Rent,661.6753753951567
55.0,44969.06415839311,Bachelor,Married,42,,Own,373.0067166094486
67.0,38920.53781960896,Bachelor,Single,52,3.0,Other,929.3584217510625
51.0,47479.17401467452,High School,Single,35,,Other,564.3663819406855
35.0,66770.23481864211,Bachelor,Divorced,43,3.0,Rent,216.67671945152364
47.0,51971.87601171831,Master,Divorced,24,2.0,Other,646.517226468665
32.0,28854.593456997995,PhD,Single,32,,Own,635.0478343097418
44.0,56974.71244611623,PhD,Single,31,,Rent,99.4499233524138
68.0,36065.300685160626,,Married,24,3.0,Other,593.8109250292218
51.0,17658.48452937775,Bachelor,Single,56,1.0,Other,624.1078050939414
,72440.10819075767,,Divorced,50,,Rent,524.2517651911701
,56858.448122415335,Master,Single,47,,Other,335.7090278037635
50.0,48825.94004294878,PhD,Married,47,,Other,170.80053916611323
41.0,44815.85727954952,High School,Divorced,49,,Rent,702.8130861637959
,70956.19251099974,High School,Divorced,37,0.0,Other,752.3201965880387
47.0,96307.32725297607,High School,Divorced,46,,Other,510.39810102055384
59.0,56731.707778497745,Bachelor,Divorced,54,1.0,Other,676.4635464085511
68.0,34555.47976508186,High School,Single,45,1.0,Other,508.41634898123084
34.0,47683.017216980355,High School,Married,58,4.0,Rent,429.3521994513733
22.0,56458.59008141074,High School,Single,37,3.0,Own,642.8993772177313
46.0,14757.075395122018,,Single,52,0.0,Own,370.1809995492962
21.0,55017.48802667177,Master,Divorced,44,3.0,Other,978.7568179664097
27.0,56546.37694239618,High School,Married,50,3.0,Other,93.74917723011768
34.0,69895.1329698083,Bachelor,Divorced,56,1.0,Own,656.7654728458525
27.0,68331.8495355958,Bachelor,Single,21,3.0,Other,630.0478665119298
,51667.58240434304,,Single,52,,Own,612.2951361444734
37.0,72719.55359870537,High School,Divorced,58,,Rent,896.6786792046857
41.0,80535.17478558134,PhD,Single,51,2.0,Rent,62.757746490818704
22.0,50419.2718286669,Bachelor,Single,37,,Rent,682.3464210977816
51.0,56272.80617701623,PhD,Divorced,36,,Rent,545.3245005244598
23.0,23490.539703341357,,Single,53,,Rent,716.7951591027747
19.0,28235.40106338368,,Married,58,4.0,Rent,610.9364551636519
30.0,37427.05528985722,High School,Divorced,26,,Own,584.9959240507063
60.0,43345.7254322442,High School,Married,54,4.0,Other,358.537066855657
60.0,33558.15462892897,Bachelor,Single,49,0.0,Own,465.3724999178885
65.0,49460.068820341374,High School,Single,31,3.0,Rent,1226.301976390549
28.0,43794.36248488072,,Divorced,54,2.0,Other,718.6204191885388
68.0,66063.42847009424,Bachelor,Single,30,,Other,810.5186348744091
64.0,42878.39531774438,High School,Divorced,23,2.0,Rent,529.6206352753686
40.0,15699.230776767581,High School,Divorced,44,0.0,Rent,428.87812628468816
33.0,51886.2675880313,Bachelor,Divorced,51,,Rent,755.2855548895972
48.0,49787.029633829916,High School,Divorced,39,1.0,Rent,219.25634617044977
28.0,37069.251778932594,,Divorced,50,,Rent,234.92615006219475
33.0,51424.99825245555,Bachelor,Married,23,,Rent,1058.1698181050795
25.0,33871.03117660498,Bachelor,Divorced,57,,Other,788.9978206737308
21.0,54947.59930435014,Master,Married,20,,Rent,682.7425427242619
57.0,89493.86655394777,Bachelor,Single,22,,Rent,505.4200542734782
21.0,22915.917906398507,Bachelor,Divorced,56,0.0,Other,673.7946024204691
42.0,42256.3686948626,Bachelor,Single,41,4.0,Own,539.3696322046649
20.0,39852.423178262965,Master,Divorced,36,2.0,Rent,814.0075517868647
49.0,43501.101747686844,Master,Married,33,,Other,647.2313444154165
20.0,65298.86869395462,Master,Married,54,,Other,947.2885609532586
44.0,58142.39838978537,Bachelor,Married,32,,Own,544.4411345339121
46.0,62731.49753909635,High School,Single,54,,Rent,845.0790465719346
49.0,50457.43257130397,,Divorced,21,3.0,Rent,618.0827987390377
67.0,30168.510200827135,,Single,32,,Rent,460.55126982153354
68.0,33279.719581100304,PhD,Married,35,,Other,1120.3149030968038
36.0,61193.89561199889,Bachelor,Single,37,,Rent,861.941764872668
38.0,52562.47847619946,Master,Married,26,2.0,Rent,646.8646586359829
22.0,68903.11109118257,High School,Married,55,4.0,Rent,753.1992699620793
35.0,54398.931548701956,Master,Married,49,0.0,Rent,767.192520678803
45.0,32254.775100018123,High School,Divorced,26,1.0,Own,390.63769746978227
59.0,42171.47278725268,,Divorced,34,,Own,822.818057365509
39.0,58472.21224524395,High School,Married,59,4.0,Own,600.9594757500241
38.0,60654.98744357939,Bachelor,Single,38,4.0,Rent,568.8364889597572
23.0,62826.62948232032,Bachelor,Single,56,2.0,Rent,542.4124610078686
,34272.1383019221,Master,Divorced,21,,Other,630.4134870938226
22.0,31984.547508846124,,Married,32,,Other,549.1501176897416
58.0,47152.96220378869,Bachelor,Single,59,0.0,Other,193.57184462571473
29.0,71601.10274800182,Bachelor,Married,50,4.0,Rent,883.1750533656603
43.0,39591.975187879725,High School,Single,35,,Own,577.8879276322428
63.0,56824.578359014595,Master,Divorced,25,0.0,Own,966.3057259276056
51.0,56825.917084084474,Master,Married,47,2.0,Own,247.56074476514738
66.0,61411.5912450592,Master,Married,51,,Rent,246.77613548059827
31.0,74966.60380922316,Master,Single,29,3.0,Own,544.9172928965522
43.0,73428.59637149159,Master,Single,37,,Other,795.5054637079263
62.0,41080.91249240742,High School,Single,23,,Other,356.0665556945114
44.0,18531.568380369892,Master,Married,28,,Own,348.30438893491794
26.0,39822.05996952886,,Divorced,26,0.0,Other,674.3904677420811
43.0,51135.08441070853,High School,Divorced,27,,Own,537.4252666762563
64.0,44575.320834715145,High School,Single,26,4.0,Own,708.8159822190489
39.0,79518.48414392202,Master,Divorced,59,2.0,Other,541.01003935052
64.0,50281.70456474674,Master,Single,22,,Other,677.0274565609966
,59805.67820384291,High School,Divorced,36,1.0,Other,873.226647789347
60.0,53258.214644710155,Master,Married,21,,Other,356.49064164880076
65.0,44800.50224763767,,Single,34,1.0,Own,836.9574027632253
34.0,21127.824830560003,High School,Divorced,48,0.0,Other,259.1705062653357
43.0,48820.73542187772,High School,Married,41,3.0,Other,721.867314767323
53.0,98819.7093973119,Master,Divorced,23,,Rent,883.8538338726081
18.0,31333.124002432494,High School,Married,25,4.0,Other,495.186395269454
25.0,22776.904334386632,,Married,57,,Other,728.9110228383389
66.0,79045.83953853365,High School,Divorced,45,,Own,502.5813686100917
52.0,61131.24454804002,Bachelor,Divorced,30,4.0,Own,717.076226825395
69.0,52811.29820785155,Master,Married,45,1.0,Rent,148.3001287380904
32.0,70440.10793550586,Bachelor,Married,36,,Other,632.4313328174829
64.0,37527.470855658554,Master,Married,43,,Other,679.0781927686928
39.0,48401.07858628022,Master,Single,47,,Other,868.936390214622
31.0,64327.311753512346,Master,Married,54,,Other,785.051108255963
43.0,81655.31551730593,Bachelor,Single,50,3.0,Other,567.7527895204989
45.0,32471.835280150874,,Married,32,,Other,653.6129595897283
40.0,69211.01687840592,Bachelor,Single,54,4.0,Rent,310.77671501874147
31.0,55727.58591261476,,Married,35,0.0,Other,928.8149876080338
41.0,52445.916011441244,Master,Married,34,,Other,738.2318796644142
19.0,49884.061666178924,,Married,37,,Other,227.81984615784785
62.0,29230.30068958095,Bachelor,Divorced,56,1.0,Rent,649.1974096256308
43.0,64446.33497319548,High School,Divorced,46,3.0,Other,664.4680888955928
31.0,38265.96469510508,Master,Married,54,4.0,Rent,222.60561041371398
68.0,33804.639462464795,,Single,54,,Own,619.3731071252356
24.0,63281.88438350507,High School,Single,47,2.0,Other,425.1039603370564
,61837.010377200175,Master,Married,58,,Rent,319.08048545868337
64.0,51185.00125416594,High School,Divorced,57,,Own,477.3306034751893
40.0,66193.15431217462,,Single,28,,Rent,634.3180518278568
63.0,71389.04872218672,Master,Divorced,31,2.0,Rent,785.6663466752468
60.0,69623.3611673831,High School,Single,34,,Own,613.9636901743037
,42075.8153989703,PhD,Married,40,,Other,787.6182737879417
62.0,65211.573969195684,High School,Divorced,54,,Other,729.7406155408103
35.0,53174.614662629734,High School,Single,52,,Rent,392.92039083242844
55.0,75888.61655528561,PhD,Married,38,,Own,728.2206074083795
52.0,48144.0749559924,High School,Married,42,,Other,733.7486805242789
68.0,44652.92543947504,PhD,Married,32,3.0,Rent,948.3602094873921
32.0,40793.04684735685,PhD,Divorced,20,,Own,682.1308722671304
42.0,52839.31841353333,,Divorced,48,,Rent,353.06519043749336
54.0,57000.88201388156,Bachelor,Married,43,3.0,Own,489.18384073195483
45.0,57289.43424390907,High School,Divorced,35,4.0,Other,229.48857304810787
27.0,55237.58810467785,Bachelor,Single,44,,Other,702.09550376116
56.0,60065.55519019709,,Married,42,1.0,Rent,930.7935081556084
,46661.87246128403,High School,Married,47,,Other,121.77050203009259
56.0,36912.27026612193,High School,Divorced,35,,Other,939.2460685047149
,35602.58004629528,Bachelor,Married,57,,Own,699.447500607871
43.0,64625.76642955202,PhD,Single,30,2.0,Other,384.68366916855734
61.0,57054.83465792435,,Divorced,22,2.0,Own,781.6067134782122
42.0,22162.43343574514,Master,Divorced,34,,Own,391.1344645271352
34.0,66451.30140199911,Bachelor,Married,20,1.0,Rent,688.0839531165527
30.0,78206.52719603982,Master,Married,26,1.0,Own,612.6722100217099
,39261.24723862201,High School,Married,20,,Other,665.8687138762945
42.0,55042.40069414062,Master,Divorced,51,,Own,416.2121365627114
21.0,42898.12859551461,PhD,Married,28,,Own,222.66793933854814
27.0,59424.6038820675,High School,Single,48,1.0,Rent,700.3642825677942
20.0,32509.866663871624,Bachelor,Married,45,3.0,Other,499.45474121346695
58.0,48928.31514351829,Master,Married,42,,Other,629.8035616343311
62.0,64719.71191998172,PhD,Divorced,48,,Other,690.5967059414166
35.0,68535.6760894826,Master,Married,57,,Own,555.5288284390988
64.0,56397.43728379533,High School,Divorced,52,4.0,Other,831.0202356743496
53.0,44914.32045185391,High School,Married,26,1.0,Other,562.8899033970525
64.0,26110.98373484587,High School,Single,31,,Own,556.884902585666
39.0,38636.754331410775,Master,Single,50,,Rent,473.65896491743325
51.0,42960.898928678296,High School,Divorced,51,,Rent,807.9964050556632
,39533.99325047579,Master,Divorced,39,4.0,Own,458.55835199513365
25.0,50893.29452470423,High School,Married,36,,Rent,850.8980388307139
57.0,44871.68395743072,High School,Married,55,,Rent,632.6225422730821
66.0,52581.820585031644,Bachelor,Single,22,,Rent,2272.837925459876
61.0,68039.40951571496,,Married,20,0.0,Other,467.9080252874983
36.0,43903.066681559576,High School,Single,46,1.0,Rent,855.038780898888
,29256.995341186626,Bachelor,Divorced,59,1.0,Other,702.0483959178299
58.0,39474.38602812687,Bachelor,Married,52,,Rent,497.24915756334815
54.0,58753.82704959908,High School,Divorced,39,,Other,704.7359312061047
23.0,60169.156774290095,High School,Married,33,2.0,Own,694.990803086107
69.0,56091.27795524351,Master,Single,55,,Own,533.6122749628822
43.0,69511.05958832023,Bachelor,Divorced,24,0.0,Rent,1371.3123516030043
51.0,47204.55395184522,High School,Divorced,42,,Other,832.6883185628412
62.0,80782.49222013986,Master,Married,34,,Own,702.2708321451997
23.0,62272.8070415886,,Divorced,25,,Own,516.1629660547194
54.0,12147.687946881837,Bachelor,Single,52,,Own,504.89952286487147
50.0,77009.8794494535,Bachelor,Divorced,38,,Own,582.5180263516936
39.0,38495.20084796417,Master,Divorced,32,,Rent,822.4924029164326
38.0,34488.48215814604,PhD,Married,48,0.0,Other,449.24218188075463
,57856.566647493404,,Divorced,25,,Own,339.21311743141445
23.0,23927.292914951846,Bachelor,Married,34,2.0,Rent,287.5064876749999
65.0,39567.9615301758,Bachelor,Married,35,,Own,718.9223015059254
21.0,73356.47810936312,Master,Divorced,43,,Own,750.3541795941613
,58343.26368496254,High School,Single,42,,Own,1005.5242992498142
28.0,62183.5967140883,Bachelor,Married,29,0.0,Own,785.0586107432557
47.0,40146.340992537895,Master,Divorced,36,2.0,Rent,519.7598148779316
48.0,26924.45001547845,Bachelor,Married,49,4.0,Other,293.0841405238376
41.0,60602.26143970601,Bachelor,Single,29,,Rent,702.839297197602
26.0,63953.84234362926,Bachelor,Single,38,,Rent,534.5555393209809
20.0,63274.90079121665,High School,Married,48,1.0,Rent,666.8204795448477
68.0,53136.03845176798,Bachelor,Single,21,,Own,455.9629839581677
48.0,35493.97634791894,Master,Divorced,55,2.0,Other,565.3607556705861
57.0,86566.54382089595,High School,Divorced,38,,Own,260.00293959215213
54.0,57196.81164476264,High School,Married,26,4.0,Rent,390.75878058473853
53.0,47391.70037616248,PhD,Single,45,,Own,362.54595486766607
41.0,47458.26143774948,High School,Divorced,34,,Other,774.557967856431
,52243.96217110331,High School,Divorced,57,1.0,Other,434.5471525449574
23.0,66044.12393236971,PhD,Divorced,22,,Own,875.5860151949428
19.0,52844.42184958179,Master,Married,57,4.0,Rent,436.5112237401923
37.0,62877.697301712455,Bachelor,Married,35,1.0,Own,1019.1876135127585
45.0,52270.96531839811,Master,Divorced,21,4.0,Rent,210.23314668223605
28.0,48314.69162794429,High School,Divorced,50,1.0,Other,684.8603599904376
21.0,59618.75589992583,Master,Single,47,,Own,1215.4392128629179
32.0,59049.29050510695,,Single,26,4.0,Other,357.7116971912355
23.0,47455.48821357267,,Single,49,3.0,Rent,489.8136862270002
66.0,38761.89563428611,Bachelor,Married,26,0.0,Rent,547.7436964227265
47.0,55125.93372110652,Bachelor,Divorced,55,3.0,Own,649.961252006274
55.0,51175.23003443891,Bachelor,Married,48,4.0,Own,412.71666022720467
68.0,41676.92430843864,,Divorced,43,1.0,Own,685.0640777110964
19.0,37363.992761948044,Master,Single,58,4.0,Other,623.9447699994361
,56157.13765841685,Bachelor,Single,23,0.0,Rent,755.8369521282827
28.0,58251.425855415415,Bachelor,Single,48,4.0,Rent,427.527595158041
25.0,44599.518280177086,,Single,24,,Other,518.1333999394489
43.0,41300.94446130611,Bachelor,Divorced,48,,Own,888.4236752926961
68.0,37546.17216444214,Master,Single,49,,Own,418.7923015388304
62.0,55733.82408717378,Master,Divorced,48,3.0,Other,321.5046560336137
61.0,37940.34389538895,Bachelor,Divorced,45,1.0,Rent,473.80896738410047
22.0,83617.01853531096,PhD,Married,38,,Rent,244.8100602399894
23.0,43845.778460435045,Master,Single,45,,Rent,934.578695499672
43.0,13621.785831910987,Bachelor,Single,56,,Rent,1086.8946659345108
21.0,49547.42500056298,Bachelor,Married,46,,Other,545.3789229068855
36.0,48904.49780271796,PhD,Divorced,49,3.0,Rent,748.5053914371955
37.0,66675.77851286283,Bachelor,Single,49,2.0,Other,454.88862339810623
50.0,54321.89355091556,Master,Divorced,22,2.0,Own,556.8139261300557
37.0,37492.47224840296,Bachelor,Married,26,0.0,Other,449.61126766699044
66.0,45704.12189754835,Bachelor,Divorced,28,,Rent,248.99381789226595
29.0,54911.29657476482,High School,Single,32,0.0,Own,610.1515760971072
64.0,17529.28624534384,Bachelor,Divorced,34,,Other,805.1454857916871
18.0,70079.32601585676,PhD,Divorced,24,,Other,615.8589906340272
43.0,37532.45171293003,Bachelor,Single,48,,Other,783.9582648100011
31.0,71255.65731421426,Bachelor,Single,54,3.0,Own,380.84162018661794
55.0,55886.97711689883,PhD,Divorced,46,4.0,Other,449.192150611447
54.0,59443.912045909616,,Divorced,46,,Rent,341.1405869820182
28.0,67241.35154001908,Bachelor,Married,27,0.0,Own,673.3115090623581
53.0,58596.980790387475,Master,Single,51,,Own,536.4782740034802
30.0,60093.29324476177,Master,Divorced,39,,Other,528.9882835736802
60.0,47533.75339307928,High School,Single,29,2.0,Rent,733.7972379703099
20.0,55582.53022208143,Bachelor,Married,32,2.0,Own,505.4034032226103
50.0,41187.53277542385,Bachelor,Divorced,48,2.0,Other,815.9343426776741
23.0,44848.83350618049,High School,Divorced,54,,Rent,647.1315175974396
67.0,79470.42571953362,Bachelor,Divorced,27,,Other,526.7704318397629
27.0,37877.09622424367,Bachelor,Single,48,3.0,Other,289.67933228027505
22.0,52314.75689954421,High School,Married,50,4.0,Own,732.6548556074054
40.0,51702.035550732144,Bachelor,Single,49,2.0,Own,656.5871261763051
27.0,45338.68292328801,High School,Divorced,41,,Other,666.2136951529876
61.0,57716.014048556564,Bachelor,Married,40,,Own,672.5927200605271
19.0,58845.831391120744,Master,Divorced,31,,Own,494.1827862553258
30.0,36112.71225278631,Master,Divorced,30,,Rent,569.7251844064735
57.0,51520.35067319827,High School,Single,21,4.0,Rent,508.28974595080456
19.0,33764.48991841465,High School,Divorced,21,1.0,Other,850.0128967487937
37.0,61828.22927475952,High School,Married,53,2.0,Other,544.9759413626701
18.0,52647.30965543938,Bachelor,Divorced,22,4.0,Other,476.1519617400124
54.0,51234.94830075631,High School,Divorced,35,2.0,Other,863.7528156591414
26.0,59885.470233086045,Bachelor,Single,23,4.0,Rent,841.9942470005908
34.0,45867.34564297399,,Married,42,1.0,Own,647.2748584275214
26.0,63710.329388273065,Master,Single,39,2.0,Rent,1148.0526693010884
28.0,35773.32690865796,High School,Divorced,44,,Other,524.0900930464647
32.0,71178.14778341791,High School,Single,49,2.0,Other,591.2051847592248
41.0,41736.33226167719,Master,Single,37,0.0,Rent,425.0576833581234
55.0,24557.313984566186,High School,Single,30,1.0,Rent,696.6733881648196
52.0,45071.97637305902,High School,Single,48,,Other,930.5005928185908
47.0,43370.47704118687,Bachelor,Divorced,36,,Own,712.5239757469726
48.0,44958.89020774946,Bachelor,Divorced,45,,Other,379.35274431288036
66.0,53474.720232259744,Master,Married,42,,Rent,691.0201531936036
22.0,66467.63541332408,High School,Single,39,,Other,638.907712726175
,47124.41129154295,Bachelor,Single,21,0.0,Other,827.1107527927142
67.0,39625.73645271649,High School,Married,43,4.0,Own,436.0862510853343
31.0,33101.79781574305,High School,Single,50,4.0,Other,600.6714684955899
28.0,42977.25813036434,Master,Married,46,4.0,Other,776.6197801990677
26.0,21682.62741124471,Master,Divorced,21,,Other,386.00042189812905
51.0,39123.00359725458,High School,Married,33,0.0,Rent,510.17535376934273
29.0,68660.80843793279,Bachelor,Single,23,,Rent,542.4292710838208
52.0,37649.611931323656,High School,Married,32,1.0,Own,799.6734237741937
52.0,59430.73791200457,Master,Divorced,55,,Other,829.4998493157034
18.0,31602.76865287265,High School,Single,54,1.0,Rent,216.9735491312067
57.0,76566.4384896583,High School,Divorced,27,1.0,Own,799.5017572659126
39.0,77564.10099597066,Bachelor,Divorced,21,,Other,1002.9492199841825
46.0,58865.323348398146,,Married,25,3.0,Own,822.9374855563806
25.0,79868.78902465283,Bachelor,Divorced,50,1.0,Own,494.0745521324409
28.0,55336.89462391493,High School,Single,29,2.0,Own,554.0396103812417
58.0,61527.75671224334,High School,Divorced,40,,Own,286.515747153295
,68929.00815097302,Bachelor,Divorced,29,,Own,181.0093770264043
31.0,52695.77679647674,High School,Married,42,,Own,527.697118961127
47.0,26714.338076224078,Master,Divorced,22,1.0,Own,615.2937431080586
52.0,61834.450328515966,High School,Married,51,3.0,Other,635.353894397417
38.0,42922.106083498045,Bachelor,Married,39,,Other,764.2279308295774
54.0,44037.0526856681,Bachelor,Single,29,2.0,Own,606.1135784893347
22.0,54468.42374718035,High School,Single,48,,Other,520.801867020602
36.0,58494.21319576056,Bachelor,Single,53,0.0,Own,388.88617241808834
31.0,52252.01951009327,Master,Single,56,1.0,Other,709.2269361174583
43.0,59535.943042359635,High School,Married,39,4.0,Rent,644.4484773911885
21.0,39397.142989097054,PhD,Divorced,27,3.0,Own,485.0957158361309
42.0,49359.44307915075,Bachelor,Single,26,2.0,Rent,782.170434824478
,62736.28175676306,High School,Single,25,,Own,437.61300305706493
59.0,76591.86764655073,Bachelor,Single,30,3.0,Own,574.2866561057222
42.0,81896.53383459813,High School,Divorced,37,,Rent,585.8164516866993
35.0,56494.65024091597,Master,Single,48,2.0,Rent,410.45745954609885
57.0,62600.14740118411,Master,Divorced,44,,Rent,258.0590040499466
25.0,79723.68747222787,Master,Married,40,4.0,Own,643.7900024775171
56.0,39937.45944899758,PhD,Married,22,,Rent,873.7430976978048
57.0,59445.49779068875,Master,Married,37,4.0,Rent,792.1803711295953
31.0,61525.14424229219,Bachelor,Divorced,43,,Other,805.5599164408219
49.0,71717.92154115117,High School,Single,57,1.0,Other,440.2100608326198
68.0,32942.87929195666,Bachelor,Single,29,,Rent,642.8139142980601
55.0,35908.91324299225,High School,Single,46,3.0,Rent,315.16805708584445
50.0,50320.733166570586,Master,Single,31,,Rent,633.7830025717574
40.0,55665.914934824534,Bachelor,Single,26,3.0,Rent,877.7569014949596
32.0,66842.95930600712,High School,Divorced,36,2.0,Other,883.967424678815
50.0,57763.15663718407,High School,Married,20,,Own,1006.089733528706
,47728.80154834574,High School,Single,45,,Rent,797.8356048692226
34.0,56246.92167134211,Bachelor,Married,34,4.0,Rent,695.1498111754506
50.0,54515.66714411677,Bachelor,Divorced,52,0.0,Other,774.9446364804269
64.0,76175.24644981683,Bachelor,Divorced,56,,Rent,736.1148319303744
,52484.884153527986,Bachelor,Single,50,0.0,Rent,438.54915051769285
31.0,44253.748796711545,Bachelor,Divorced,54,,Other,296.9340038867814
57.0,56744.13545107745,High School,Married,20,,Rent,776.5517438839504
57.0,52977.279790077984,,Single,27,,Rent,1018.6696521117046
68.0,26435.09966487992,Bachelor,Single,31,,Other,784.7942855743245
56.0,49765.21907566747,,Married,38,,Own,222.25525681788895
68.0,48488.92631890992,High School,Single,44,1.0,Rent,496.13963119219744
23.0,41841.92201331026,High School,Single,51,,Rent,560.661446025555
23.0,65533.74931434458,,Married,31,2.0,Own,228.79133462610918
20.0,38214.80605082006,Bachelor,Single,32,,Other,324.6205916420601
24.0,56834.27929286808,High School,Single,47,1.0,Own,592.5849011665055
,47782.14500234404,Bachelor,Married,20,,Rent,652.3268755405411
25.0,51615.42508470174,Master,Divorced,25,,Own,402.7971714600553
59.0,56176.79436568801,High School,Married,27,2.0,Other,315.4120718912754
69.0,30386.38424163498,PhD,Single,23,4.0,Rent,838.6611758434871
32.0,52874.913376021745,Bachelor,Married,24,,Other,523.4942283242049
64.0,84334.21234569809,Bachelor,Single,44,4.0,Other,552.1175648630935
46.0,26648.549811819135,Bachelor,Single,41,1.0,Own,490.6659515020118
50.0,49135.88054426743,Bachelor,Married,47,2.0,Own,445.7649415099695
69.0,66848.5898723573,Bachelor,Single,58,,Other,860.5566553642087
