latitud,longitud,area_construida,area_total,dormitorios,baños,estacionamiento,bodega,piscina,quincho,precio_uf,comuna,distancia_a_estacion_cercana,estacion_cercana,metro
-33.367652,-70.666791,110,160,3,3,Si,Si,Si,Si,7500,HUECHURABA,2004.94874,No metro,No
-33.3883429,-70.5586385,91,252,3,1,Si,Si,Si,Si,11309.63,VITACURA,2003.417348,No metro,No
-33.42400014,-70.53298111,50,240,3,1,Si,Si,Si,Si,7405.11,LAS CONDES,2003.298514,No metro,No
-33.4240299,-70.5330737,50,240,3,1,Si,Si,Si,Si,7405.11,LAS CONDES,2000.212673,No metro,No
-33.581447,-70.561683,52,141,4,1,Si,Si,Si,Si,1831.085,PUENTE ALTO,1998.080632,Protectora de la Infancia,No
-33.3905216,-70.6986012,61,223,4,2,No,No,No,No,638.75,RENCA,1997.631842,Vivaceta,No
-33.4215231,-70.53029127,120,270,4,2,Si,Si,Si,Si,6500,LAS CONDES,1997.220822,Los Dominicos,No
-33.5617274,-70.6391156,61.25,61.25,4,2,Si,Si,Si,Si,1292.53,LA PINTANA,1995.119844,Santa Rosa,No
-33.5617274,-70.6391156,61.25,61.25,4,2,Si,Si,Si,Si,1292.53,LA PINTANA,1995.119844,Santa Rosa,No
-33.5617274,-70.6391156,61.25,61.25,4,2,Si,Si,Si,Si,1294.03,LA PINTANA,1995.119844,Santa Rosa,No
-33.54013033,-70.5692351,70,144,3,2,Si,Si,Si,Si,4039.15,LA FLORIDA,1992.574036,Trinidad,No
-33.42159073,-70.5304294,120,270,4,2,Si,Si,Si,Si,6500,LAS CONDES,1991.798304,Los Dominicos,No
-33.418604,-70.694119,63,111,3,2,No,No,No,No,1517.78,QUINTA NORMAL,1991.625279,Gruta de Lourdes,No
-33.587253,-70.59959,36,96,2,1,No,No,No,No,589.94,PUENTE ALTO,1987.135677,Protectora de la Infancia,No
-33.5243394,-70.5768196,100,200,3,2,Si,Si,Si,Si,5700,LA FLORIDA,1984.751569,Rojas Magallanes,No
-33.49712768,-70.67448019,80,192,4,2,Si,Si,Si,Si,2000,PEDRO AGUIRRE CERDA,1980.755538,Lo Valledor,No
-33.3608663,-70.7098365,133,122,4,3,Si,Si,Si,Si,3456,QUILICURA,1977.602149,Los Libertadores,No
-33.3885271,-70.554405,136,273,3,3,Si,Si,Si,Si,13900,VITACURA,1976.366864,Hernando de Magallanes,No
-33.595534,-70.598753,76,204,3,2,No,No,No,No,2751.77,PUENTE ALTO,1975.676213,Protectora de la Infancia,No
-33.4372617,-70.759196,91,162,4,1,Si,Si,Si,Si,2490,PUDAHUEL,1970.166128,Pudahuel,No
-33.55874,-70.56578,80,111,3,2,Si,Si,Si,Si,2692.77,LA FLORIDA,1967.71239,Los Quillayes,No
-33.418747,-70.693261,141,463,5,2,No,No,No,No,3280.000006,QUINTA NORMAL,1965.597273,Gruta de Lourdes,No
-33.51371884,-70.77627232,36,230,2,1,Si,Si,Si,Si,2178,MAIPU,1963.439352,Plaza de Maipu,No
-33.3620705,-70.6698527,140,363,3,3,No,No,No,No,5273.61,HUECHURABA,1962.944926,Cardenal Caro,No
-33.5587949,-70.5658283,80,111,3,2,Si,Si,Si,Si,2590,LA FLORIDA,1962.193122,Los Quillayes,No
-33.4236676,-70.7167891,74,256,3,2,No,No,No,No,1233.21,QUINTA NORMAL,1949.343881,Lo Prado,No
-33.4206851,-70.5302229,71,195,2,1,Si,Si,Si,Si,4300,LAS CONDES,1946.112774,Los Dominicos,No
-33.4206851,-70.5302229,71,195,2,1,Si,Si,Si,Si,4300,LAS CONDES,1946.112774,Los Dominicos,No
-33.4206851,-70.5302229,71,195,2,1,Si,Si,Si,Si,4320,LAS CONDES,1946.112774,Los Dominicos,No
-33.3588862,-70.6723442,100,220,4,1,Si,Si,Si,Si,4039.15,HUECHURABA,1942.725747,Los Libertadores,No
-33.579952,-70.601383,52,177,3,1,No,No,No,No,1146.48,PUENTE ALTO,1939.566923,Hospital Sotero del Rio,No
-33.39379807,-70.57943612,111,165,5,2,Si,Si,Si,Si,9600,VITACURA,1935.683384,Manquehue,No
-33.44588971,-70.53971918,81,264,3,3,Si,Si,Si,Si,10232.52,LA REINA,1933.303079,Fernando Castillo Velasco,No
-33.44588971,-70.53971918,81,264,3,3,Si,Si,Si,Si,10232.52,LA REINA,1933.303079,Fernando Castillo Velasco,No
-33.44588971,-70.53971918,81,264,3,3,Si,Si,Si,Si,10232.52,LA REINA,1933.303079,Fernando Castillo Velasco,No
-33.44588971,-70.53971918,81,264,3,3,Si,Si,Si,Si,10244.38,LA REINA,1933.303079,Fernando Castillo Velasco,No
-33.3543461,-70.6748417,112,225,3,3,Si,Si,Si,Si,6500,HUECHURABA,1931.528689,Los Libertadores,No
-33.4334142,-70.5544662,105,198,3,2,Si,Si,Si,Si,9000,LA REINA,1931.358145,Fernando Castillo Velasco,No
-33.4334142,-70.5544662,105,198,3,2,Si,Si,Si,Si,8250,LA REINA,1931.358145,Fernando Castillo Velasco,No
-33.5274731,-70.7651319,130,260,3,2,Si,Si,Si,Si,1650,MAIPU,1929.119386,Plaza de Maipu,No
-33.5274731,-70.7651319,130,260,3,2,Si,Si,Si,Si,2188.56,MAIPU,1929.119386,Plaza de Maipu,No
-33.5274731,-70.7651319,130,260,3,2,Si,Si,Si,Si,2188.56,MAIPU,1929.119386,Plaza de Maipu,No
-33.4382533,-70.5448766,140,350,3,3,Si,Si,Si,Si,14900,LA REINA,1925.259541,Fernando Castillo Velasco,No
-33.5009299,-70.68755,64,65,3,1,Si,Si,Si,Si,1884.94,PEDRO AGUIRRE CERDA,1924.865095,Cerrillos,No
-33.47276178,-70.5575495,125,180,5,3,Si,Si,Si,Si,3769.88,PENALOLEN,1924.587536,Los Orientales,No
-33.4659584,-70.7568772,70,80,3,2,Si,Si,Si,Si,2114.8974,MAIPU,1924.180476,Las Parcelas,No
-33.492829,-70.7758784,110,150,4,3,Si,Si,Si,Si,2470.347,MAIPU,1923.845474,Santiago Bueras,No
-33.471466,-70.555442,140,180,3,1,Si,Si,Si,Si,3365.96,PENALOLEN,1920.91131,Fernando Castillo Velasco,No
-33.3500359,-70.6792207,172,260,5,5,Si,Si,Si,Si,8700,HUECHURABA,1920.617929,Los Libertadores,No
-33.3500359,-70.6792207,172,260,5,5,Si,Si,Si,Si,8700,HUECHURABA,1920.617929,Los Libertadores,No
-33.55962,-70.61112,90,110,3,2,Si,Si,Si,Si,2611.99,LA FLORIDA,1917.011116,La Granja,No
-33.586311,-70.5989163,60,72,3,1,Si,Si,Si,Si,727.05,PUENTE ALTO,1914.263152,Hospital Sotero del Rio,No
-33.5968261,-70.597629,88.3,153,3,3,Si,Si,Si,Si,2065,PUENTE ALTO,1912.721495,Protectora de la Infancia,No
-33.5242585,-70.6281197,122,124,4,1,Si,Si,Si,Si,3635.24,LA GRANJA,1912.47849,Santa Rosa,No
-33.58017044,-70.56331435,60,60,3,1,Si,Si,Si,Si,1682.98,PUENTE ALTO,1911.262575,Protectora de la Infancia,No
-33.5571336,-70.6057471,116,131,3,2,Si,Si,Si,Si,2900,LA FLORIDA,1908.229897,La Granja,No
-33.5571336,-70.6057471,116,131,3,2,Si,Si,Si,Si,2900,LA FLORIDA,1908.229897,La Granja,No
-33.3527274,-70.6764448,115,225,3,3,Si,Si,Si,Si,6500,HUECHURABA,1907.408014,Los Libertadores,No
-33.5594931,-70.6110444,80,75,4,1,Si,Si,Si,Si,1750.3,LA FLORIDA,1906.756502,La Granja,No
-33.42671,-70.547858,87,237,5,2,Si,Si,Si,Si,8790,LAS CONDES,1905.763891,Los Dominicos,No
-33.480768,-70.559636,140,140,4,2,Si,Si,Si,Si,7380,PENALOLEN,1905.45684,Los Presidentes,No
-33.4910993,-70.7751903,100,166,1,3,Si,Si,Si,Si,2838,MAIPU,1902.819785,Santiago Bueras,No
-33.4910993,-70.7751903,100,166,1,3,Si,Si,Si,Si,2838,MAIPU,1902.819785,Santiago Bueras,No
-33.4910993,-70.7751903,100,166,1,3,Si,Si,Si,Si,2838,MAIPU,1902.819785,Santiago Bueras,No
-33.5926535,-70.5986253,90,200,3,2,Si,Si,Si,Si,1795,PUENTE ALTO,1898.18148,Protectora de la Infancia,No
-33.47802,-70.559718,110,162,3,3,Si,Si,Si,Si,3365.96,PENALOLEN,1896.136105,Grecia,No
-33.4241917,-70.5353063,90,200,3,1,Si,Si,Si,Si,4712.08,LAS CONDES,1891.002473,Los Dominicos,No
-33.4241917,-70.5353063,90,200,3,1,Si,Si,Si,Si,4712.08,LAS CONDES,1891.002473,Los Dominicos,No
-33.5428762,-70.5696732,96,133,4,2,Si,Si,Si,Si,4800,LA FLORIDA,1886.587069,Trinidad,No
-33.536812,-70.571834,121,121,4,2,Si,Si,Si,Si,4308.43,LA FLORIDA,1883.258041,Trinidad,No
-33.536812,-70.571834,131,144,5,4,Si,Si,Si,Si,2638.91,LA FLORIDA,1883.258041,Trinidad,No
-33.4682782,-70.7579855,51,68,2,1,Si,Si,Si,Si,1555.0722,MAIPU,1877.238324,Monte Tabor,No
-33.5572552,-70.6049511,80,145,3,1,No,No,No,No,811.07,LA FLORIDA,1875.336116,San Jose de la Estrella,No
-33.5436928,-70.5697775,90,154,3,3,Si,Si,Si,Si,5116.26,LA FLORIDA,1864.506043,Trinidad,No
-33.5285167,-70.5757427,90,180,3,2,Si,Si,Si,Si,5200,LA FLORIDA,1862.634051,Rojas Magallanes,No
-33.4838468,-70.6007196,54,62,2,2,Si,Si,Si,Si,4100,MACUL,1860.719191,Carlos Valdovinos,No
-33.35664,-70.6743,125,339,3,3,No,No,No,No,4068.96,HUECHURABA,1856.201285,Los Libertadores,No
-33.5274983,-70.76290056,74,180,3,2,Si,Si,Si,Si,2739,MAIPU,1848.533776,Plaza de Maipu,No
-33.4260293,-70.5481765,150,265,3,2,Si,Si,Si,Si,11900,LAS CONDES,1843.980686,Los Dominicos,No
-33.4260293,-70.5481765,150,265,4,2,Si,Si,Si,Si,13500,LAS CONDES,1843.980686,Los Dominicos,No
-33.4945068,-70.7753348,130,155,5,3,Si,Si,Si,Si,3501.135,MAIPU,1840.901309,Santiago Bueras,No
-33.4486762,-70.7590574,70,80,2,1,Si,Si,Si,Si,2315.78,PUDAHUEL,1838.756833,Pudahuel,No
-33.4486762,-70.7590574,70,80,2,1,Si,Si,Si,Si,2315.78,PUDAHUEL,1838.756833,Pudahuel,No
-33.4486762,-70.7590574,70,80,2,1,Si,Si,Si,Si,2318.47,PUDAHUEL,1838.756833,Pudahuel,No
-33.4992695,-70.7370815,74,74,3,1,Si,Si,Si,Si,1359.5802,MAIPU,1838.672773,Del Sol,No
-33.561537,-70.566899,63,128,3,1,No,No,No,No,2289.999989,LA FLORIDA,1837.959589,Los Quillayes,No
-33.4850993,-70.5610523,170,228,5,4,Si,Si,Si,Si,6795,PENALOLEN,1836.318369,Los Presidentes,No
-33.52373643,-70.76914982,104,247,5,1,Si,Si,Si,Si,3110.1444,MAIPU,1835.491456,Plaza de Maipu,No
-33.52373643,-70.76914982,104,247,5,1,Si,Si,Si,Si,3110.1444,MAIPU,1835.491456,Plaza de Maipu,No
-33.52373643,-70.76914982,104,247,5,1,Si,Si,Si,Si,3110.1444,MAIPU,1835.491456,Plaza de Maipu,No
-33.535057,-70.573551,100,165,4,2,Si,Si,Si,Si,5500,LA FLORIDA,1834.164499,Trinidad,No
-33.5830504,-70.562786,52,152,3,1,Si,Si,Si,Si,1780,PUENTE ALTO,1834.052757,Protectora de la Infancia,No
-33.5181643,-70.7733436,99,260,3,2,Si,Si,Si,Si,3643.3188,MAIPU,1828.052872,Plaza de Maipu,No
-33.5181643,-70.7733436,99,260,3,2,Si,Si,Si,Si,3643.3188,MAIPU,1828.052872,Plaza de Maipu,No
-33.5358681,-70.5730819,137,196,5,3,Si,Si,Si,Si,5870.24,LA FLORIDA,1825.882092,Trinidad,No
-33.5881031,-70.5980472,47,126,3,1,Si,Si,Si,Si,1205.015,PUENTE ALTO,1824.67139,Protectora de la Infancia,No
-33.52361,-70.76912,103,247,4,1,Si,Si,Si,Si,3062.1624,MAIPU,1824.052549,Plaza de Maipu,No
-33.52361,-70.76912,103,247,4,1,Si,Si,Si,Si,3069.2706,MAIPU,1824.052549,Plaza de Maipu,No
-33.52361,-70.76912,103,247,4,1,Si,Si,Si,Si,3078.1674,MAIPU,1824.052549,Plaza de Maipu,No
-33.3667005,-70.6690132,119,170,4,3,Si,Si,Si,Si,7490,HUECHURABA,1823.383071,Cardenal Caro,No
-33.3667005,-70.6690132,119,170,4,3,Si,Si,Si,Si,7490,HUECHURABA,1823.383071,Cardenal Caro,No
-33.5759213,-70.6009091,76,93,3,1,Si,Si,Si,Si,1238.675,PUENTE ALTO,1821.096426,Elisa Correa,No
-33.4259638,-70.5469484,74,208,3,2,Si,Si,Si,Si,9290,LAS CONDES,1819.540409,Los Dominicos,No
-33.4821747,-70.5606178,139,268,3,3,Si,Si,Si,Si,7480,PENALOLEN,1819.357834,Los Presidentes,No
-33.4821747,-70.5606178,139,268,3,3,Si,Si,Si,Si,7480,PENALOLEN,1819.357834,Los Presidentes,No
-33.5854582,-70.598208,82,75,3,1,Si,Si,Si,Si,1144.425,PUENTE ALTO,1811.19794,Hospital Sotero del Rio,No
-33.5854582,-70.598208,82,75,3,1,Si,Si,Si,Si,1145.755,PUENTE ALTO,1811.19794,Hospital Sotero del Rio,No
-33.4235626,-70.7025639,110,500,4,2,Si,Si,Si,Si,6731.92,QUINTA NORMAL,1806.681294,Blanqueado,No
-33.4235626,-70.7025639,100,500,4,2,Si,Si,Si,Si,6597.28,QUINTA NORMAL,1806.681294,Blanqueado,No
-33.5398208,-70.5713439,76,176,3,2,Si,Si,Si,Si,4577.71,LA FLORIDA,1802.429048,Trinidad,No
-33.4218216,-70.5334536,71,279,3,2,Si,Si,Si,Si,6412,LAS CONDES,1802.309995,Los Dominicos,No
-33.58893,-70.56188,71,130,3,2,Si,Si,Si,Si,1682.98,PUENTE ALTO,1800.920412,Protectora de la Infancia,No
-33.3633204,-70.6709708,134,134,4,2,Si,Si,Si,Si,7490,HUECHURABA,1800.651097,Cardenal Caro,No
-33.5735034,-70.5645684,76,117,3,1,Si,Si,Si,Si,1425,PUENTE ALTO,1798.575329,Hospital Sotero del Rio,No
-33.42583306,-70.54590927,90,237,3,2,Si,Si,Si,Si,10097.88,LAS CONDES,1797.638296,Los Dominicos,No
-33.42583306,-70.54590927,90,237,3,2,Si,Si,Si,Si,10501.8,LAS CONDES,1797.638296,Los Dominicos,No
-33.49624162,-70.67881292,116,172,4,1,Si,Si,Si,Si,2585.06,PEDRO AGUIRRE CERDA,1797.408424,Lo Valledor,No
-33.4782739,-70.5978809,85,170,3,1,Si,Si,Si,Si,2405,MACUL,1795.648042,Estadio Nacional,No
-33.366359,-70.669492,114,264,4,3,Si,Si,Si,Si,8400,HUECHURABA,1791.23082,Cardenal Caro,No
-33.5740236,-70.6011759,78,162,3,3,No,No,No,No,1700.13,PUENTE ALTO,1788.322252,Elisa Correa,No
-33.554897,-70.667949,105,285,1,1,No,No,No,No,1599.85,EL BOSQUE,1787.545985,La Cisterna,No
-33.4234496,-70.5360975,140,279,5,3,Si,Si,Si,Si,9500,LAS CONDES,1787.206354,Los Dominicos,No
-33.368506,-70.631917,87,285,4,2,No,No,No,No,1052.74,HUECHURABA,1786.578702,Vespucio Norte,No
-33.351356,-70.679698,110,225,3,2,No,No,Si,No,4157.47,HUECHURABA,1786.466638,Los Libertadores,No
-33.4913496,-70.7740318,132,147,5,3,Si,Si,Si,Si,2808.0162,MAIPU,1784.942434,Santiago Bueras,No
-33.527011,-70.577428,76,134,3,2,Si,Si,Si,Si,3980,LA FLORIDA,1784.231762,Rojas Magallanes,No
-33.5941101,-70.5612497,95,145,4,1,Si,Si,Si,Si,1346.385,PUENTE ALTO,1783.744522,Las Mercedes,No
-33.499917,-70.672253,96,272,3,1,No,No,No,No,285.87,PEDRO AGUIRRE CERDA,1782.676914,Departamental,No
-33.39118781,-70.56435162,110,370,4,3,Si,Si,Si,Si,14900,VITACURA,1782.154851,Manquehue,No
-33.4483153,-70.5405991,144,340,4,1,Si,Si,Si,Si,11990,LA REINA,1779.701108,Fernando Castillo Velasco,No
-33.5890798,-70.5621205,70,72,3,1,Si,Si,Si,Si,1345,PUENTE ALTO,1776.293264,Protectora de la Infancia,No
-33.5964515,-70.5962721,55,135,3,2,Si,Si,Si,Si,1817.62,PUENTE ALTO,1772.898108,Protectora de la Infancia,No
-33.4925509,-70.7742509,90,210,4,2,Si,Si,Si,Si,2790.249,MAIPU,1772.005954,Santiago Bueras,No
-33.4925509,-70.7742509,90,210,4,2,Si,Si,Si,Si,2790.249,MAIPU,1772.005954,Santiago Bueras,No
-33.4925509,-70.7742509,90,210,4,2,Si,Si,Si,Si,2793.483,MAIPU,1772.005954,Santiago Bueras,No
-33.4312976,-70.5572265,94,348,4,3,Si,Si,Si,Si,9690,LA REINA,1771.321131,Principe de Gales,No
-33.4709502,-70.7590596,144,100,3,3,Si,Si,Si,Si,2648.0718,MAIPU,1769.252643,Monte Tabor,No
-33.42309608,-70.53587437,56,250,5,2,Si,Si,Si,Si,8078.31,LAS CONDES,1767.772463,Los Dominicos,No
-33.585916,-70.597426,73,148,3,1,No,No,No,No,963.12,PUENTE ALTO,1765.384944,Hospital Sotero del Rio,No
-33.5357121,-70.5739398,142,275,4,3,Si,Si,Si,Si,7900,LA FLORIDA,1764.151464,Trinidad,No
-33.5357121,-70.5739398,142,275,4,3,Si,Si,Si,Si,7900,LA FLORIDA,1764.151464,Trinidad,No
-33.3665758,-70.6697073,180,217,5,3,Si,Si,Si,Si,8890,HUECHURABA,1763.157365,Cardenal Caro,No
-33.3566519,-70.6753619,125,339,3,3,No,No,No,No,2303.46,HUECHURABA,1763.019922,Los Libertadores,No
-33.557371,-70.6093987,70,180,3,1,Si,Si,Si,Si,2692.77,LA FLORIDA,1759.097983,La Granja,No
-33.483428,-70.561457,109,233,3,2,Si,Si,Si,Si,6950,PENALOLEN,1756.739098,Los Presidentes,No
-33.4054657,-70.6256993,120,260,3,1,Si,Si,Si,Si,3231.32,RECOLETA,1750.226834,Einstein,No
-33.4054657,-70.6256993,120,260,3,1,Si,Si,Si,Si,3231.32,RECOLETA,1750.226834,Einstein,No
-33.5626038,-70.6027337,117,275,3,2,No,No,No,No,600.48,LA FLORIDA,1749.791992,Los Quillayes,No
-33.5210683,-70.7705309,81,81,3,1,Si,Si,Si,Si,2132.6712,MAIPU,1749.556145,Plaza de Maipu,No
-33.3668745,-70.6697533,139,288,4,3,Si,Si,Si,Si,8700,HUECHURABA,1748.007535,Cardenal Caro,No
-33.3668745,-70.6697533,120,280,4,3,Si,Si,Si,Si,9000,HUECHURABA,1748.007535,Cardenal Caro,No
-33.3668745,-70.6697533,120,280,4,3,Si,Si,Si,Si,9000,HUECHURABA,1748.007535,Cardenal Caro,No
-33.3668745,-70.6697533,139,288,4,3,Si,Si,Si,Si,8700,HUECHURABA,1748.007535,Cardenal Caro,No
-33.53573,-70.57421,137,182,4,3,Si,Si,Si,Si,5650,LA FLORIDA,1741.202392,Trinidad,No
-33.53573,-70.57421,137,182,4,3,Si,Si,Si,Si,5650,LA FLORIDA,1741.202392,Trinidad,No
-33.53573,-70.57422,137,182,4,3,Si,Si,Si,Si,5650,LA FLORIDA,1740.394372,Trinidad,No
-33.467624,-70.755658,50,110,2,1,No,No,No,No,1207.33,MAIPU,1739.450315,Las Parcelas,No
-33.575911,-70.5999903,80,85,3,1,Si,Si,Si,Si,1548.34,PUENTE ALTO,1735.148267,Elisa Correa,No
-33.4932269,-70.7739804,109,132,4,3,Si,Si,Si,Si,2985.741,MAIPU,1729.931525,Santiago Bueras,No
-33.39148967,-70.56744933,90,350,3,1,Si,Si,Si,Si,13500,VITACURA,1729.538072,Manquehue,No
-33.511389,-70.572948,70,243,3,1,No,No,No,No,1931.79,LA FLORIDA,1725.608696,Macul,No
-33.511314,-70.57297,70,243,3,1,No,No,No,No,1741,LA FLORIDA,1722.514267,Macul,No
-33.391627,-70.69526,78,240,3,1,No,No,No,No,756.19,RENCA,1715.620756,Vivaceta,No
-33.391627,-70.69526,77,239,3,1,No,No,No,No,941.62,RENCA,1715.620756,Vivaceta,No
-33.4245232,-70.7111495,260,630,1,2,Si,Si,Si,Si,8078.31,QUINTA NORMAL,1714.922564,Blanqueado,No
-33.4245232,-70.7111495,260,630,1,2,Si,Si,Si,Si,8078.31,QUINTA NORMAL,1714.922564,Blanqueado,No
-33.4245232,-70.7111495,260,630,1,2,Si,Si,Si,Si,8078.31,QUINTA NORMAL,1714.922564,Blanqueado,No
-33.6067338,-70.5937917,65,106,2,1,Si,Si,Si,Si,969.395,PUENTE ALTO,1713.663842,Las Mercedes,No
-33.365888,-70.6705524,125,180,3,3,Si,Si,Si,Si,7980,HUECHURABA,1712.808411,Cardenal Caro,No
-33.5260144,-70.5789777,90,135,3,2,Si,Si,Si,Si,3950,LA FLORIDA,1711.600164,Rojas Magallanes,No
-33.4707569,-70.7581283,82,146,3,3,Si,Si,Si,Si,2665.839,MAIPU,1711.507688,Monte Tabor,No
-33.4184229,-70.6731116,80,140,4,1,Si,Si,Si,Si,2550,INDEPENDENCIA,1705.364838,Plaza Chacabuco,No
-33.352086,-70.680106,134,276,4,1,No,No,No,No,2941.48,HUECHURABA,1703.791129,Los Libertadores,No
-33.577941,-70.59923,90,90,3,1,Si,Si,Si,Si,1117.5,PUENTE ALTO,1703.719675,Hospital Sotero del Rio,No
-33.58979049,-70.5628413,55,68,3,1,Si,Si,Si,Si,1077.105,PUENTE ALTO,1703.085856,Protectora de la Infancia,No
-33.573326,-70.600414,54,159,3,2,No,No,No,No,1637.24,PUENTE ALTO,1697.485049,Elisa Correa,No
-33.598395,-70.594413,69,213,3,3,No,No,No,No,2580.000006,PUENTE ALTO,1693.364595,Protectora de la Infancia,No
-33.4934818,-70.7736447,109,138,4,3,Si,Si,Si,Si,2843.5638,MAIPU,1691.727885,Santiago Bueras,No
-33.39155,-70.54905,92,220,4,3,Si,Si,Si,Si,4820.06,LAS CONDES,1685.908613,Los Dominicos,No
-33.4243169,-70.7081327,80,192,4,1,Si,Si,Si,Si,3400,QUINTA NORMAL,1685.267951,Blanqueado,No
-33.5041039,-70.5704516,73,285,4,1,Si,Si,Si,Si,3365.96,PENALOLEN,1673.073903,Las Torres,No
-33.5041039,-70.5704516,73,285,4,1,Si,Si,Si,Si,3365.96,PENALOLEN,1673.073903,Las Torres,No
-33.5182554,-70.6256063,152,152,3,1,Si,Si,Si,Si,2490,LA GRANJA,1671.272201,Pedrero,No
-33.5915816,-70.563276,69,130,3,2,Si,Si,Si,Si,1413.705,PUENTE ALTO,1670.041763,Protectora de la Infancia,No
-33.485562,-70.769238,53,124,2,1,No,No,No,No,1139.999989,MAIPU,1666.678988,Santiago Bueras,No
-33.60063783,-70.59403288,110,150,4,3,Si,Si,Si,Si,2800,PUENTE ALTO,1660.933856,Las Mercedes,No
-33.397797,-70.5796354,119,222,5,3,Si,Si,Si,Si,13980,VITACURA,1660.585625,Manquehue,No
-33.56283,-70.56866,94.58,96.17,4,3,Si,Si,Si,Si,1386.775,PUENTE ALTO,1660.323574,Elisa Correa,No
-33.56283,-70.56866,94.58,96.17,4,3,Si,Si,Si,Si,1386.775,PUENTE ALTO,1660.323574,Elisa Correa,No
-33.56283,-70.56866,94.58,96.17,4,3,Si,Si,Si,Si,1386.775,PUENTE ALTO,1660.323574,Elisa Correa,No
-33.56283,-70.56866,94.58,96.17,4,3,Si,Si,Si,Si,1388.385,PUENTE ALTO,1660.323574,Elisa Correa,No
-33.5186694,-70.5763985,48,57,2,1,Si,Si,Si,Si,1758,LA FLORIDA,1659.936903,Macul,No
-33.4934833,-70.7732425,110,132,5,3,Si,Si,Si,Si,2843.5638,MAIPU,1652.363819,Santiago Bueras,No
-33.5539264,-70.6056911,60,65,2,1,Si,Si,Si,Si,1319.46,LA FLORIDA,1651.692445,La Granja,No
-33.4489231,-70.5418043,171,319,5,3,Si,Si,Si,Si,12100,LA REINA,1648.715981,Fernando Castillo Velasco,No
-33.4489231,-70.5418043,171,319,5,3,Si,Si,Si,Si,12000,LA REINA,1648.715981,Fernando Castillo Velasco,No
-33.4489231,-70.5418043,171,319,5,3,Si,Si,Si,Si,12050,LA REINA,1648.715981,Fernando Castillo Velasco,No
-33.594095,-70.595748,76,204,3,2,No,No,No,No,2921.66,PUENTE ALTO,1646.858403,Protectora de la Infancia,No
-33.504579,-70.570905,134,432,5,2,No,No,No,No,2316.41,PENALOLEN,1646.017017,Las Torres,No
-33.5633971,-70.5685848,56,92,3,1,Si,Si,Si,Si,1077.105,PUENTE ALTO,1645.550173,Elisa Correa,No
-33.5633971,-70.5685848,56,92,3,1,Si,Si,Si,Si,1078.355,PUENTE ALTO,1645.550173,Elisa Correa,No
-33.36669,-70.65232,140,333,3,3,Si,Si,Si,Si,9500,HUECHURABA,1643.548311,Vespucio Norte,No
-33.569096,-70.6002958,58,139,3,1,No,No,No,No,1350.77,PUENTE ALTO,1641.049025,Elisa Correa,No
-33.524156,-70.580383,95,162,4,2,Si,Si,Si,Si,3990,LA FLORIDA,1640.774259,Vicuna Mackenna,No
-33.524156,-70.580383,95,162,4,2,Si,Si,Si,Si,3990,LA FLORIDA,1640.774259,Vicuna Mackenna,No
-33.5829498,-70.56496,90,126,3,3,Si,Si,Si,Si,1588.735,PUENTE ALTO,1637.567525,Protectora de la Infancia,No
-33.4825601,-70.5957663,125,125,2,1,Si,Si,Si,Si,3976,MACUL,1633.81982,Quilin,No
-33.4940901,-70.6765026,92,120,3,2,Si,Si,Si,Si,2018,PEDRO AGUIRRE CERDA,1630.499537,Lo Valledor,No
-33.4348355,-70.7538129,100,122,4,1,Si,Si,Si,Si,2558.13,PUDAHUEL,1627.748108,Pudahuel,No
-33.4777175,-70.5947743,157,157,3,1,Si,Si,Si,Si,3231.32,MACUL,1625.318294,Los Presidentes,No
-33.39256909,-70.56805015,120,350,3,2,Si,Si,Si,Si,14000,VITACURA,1623.708184,Manquehue,No
-33.3974225,-70.5787779,130,228,4,2,Si,Si,Si,Si,13980,VITACURA,1623.276521,Manquehue,No
-33.416457,-70.67373,142,142,3,2,Si,Si,Si,Si,3695,INDEPENDENCIA,1620.36876,Plaza Chacabuco,No
-33.39213715,-70.54866756,160,168,5,3,Si,Si,Si,Si,11000,LAS CONDES,1619.72022,Los Dominicos,No
-33.3550671,-70.6782798,132,162,4,4,Si,Si,Si,Si,5950,HUECHURABA,1615.25198,Los Libertadores,No
-33.5234597,-70.5805029,112,112,4,2,Si,Si,Si,Si,3830,LA FLORIDA,1611.483735,Vicuna Mackenna,No
-33.541959,-70.572753,66,270,3,1,No,No,No,No,2890.000011,LA FLORIDA,1604.168049,Trinidad,No
-33.5234105,-70.5805682,82,124,4,1,Si,Si,Si,Si,3837.2,LA FLORIDA,1603.98417,Vicuna Mackenna,No
-33.5234105,-70.5805682,82,124,4,1,Si,Si,Si,Si,3837.2,LA FLORIDA,1603.98417,Vicuna Mackenna,No
-33.4237969,-70.5430823,114,265,3,3,Si,Si,Si,Si,9950,LAS CONDES,1601.247199,Los Dominicos,No
-33.558954,-70.569485,45,167,3,1,No,No,No,No,1604.45,LA FLORIDA,1597.961433,Los Quillayes,No
-33.47885167,-70.59461474,72,210,3,1,Si,Si,Si,Si,3231.32,MACUL,1597.896409,Los Presidentes,No
-33.423211,-70.550753,140,241,4,3,Si,Si,Si,Si,11700,LAS CONDES,1592.256889,Hernando de Magallanes,No
-33.5398426,-70.5735963,147,116,4,2,Si,Si,Si,Si,5358.61,LA FLORIDA,1591.797027,Trinidad,No
